MSOA,Gentrification,Top 1 Column Name,Top 1 Column Importance,Top 2 Column Name,Top 2 Column Importance,Top 3 Column Name,Top 3 Column Importance
E02001827,73,Medical and care establishment: NHS: Other hospital,98,Highest Level of Qualification: Other qualifications,54,Age: 0 to 4,35
E02001828,-51,Religion: Buddhist,76,Position: Semi-routine occupations,53,"Occupation: Process, plant and machine operatives",30
E02001829,-50,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,86,Age: 15 to 19,51,Single family household: Lone parent family: All children non-dependent,32
E02001830,87,Medical and care establishment: Local Authority: Children's home (including secure units),82,Occupation: Administrative and secretarial occupations,68,Single family household,29
E02001831,72,"Transport to Work: Motorcycle, scooter or moped",82,Transport to Work: Work mainly at or from home,63,Age: 65 to 74,42
E02001832,-73,Position: Semi-routine occupations,82,Household Spaces: Caravan or other mobile or temporary structure,70,Industry: L: Real estate activities,40
E02001833,91,Health Status: Fair health,92,Medical and care establishment: Other: Children's home (including secure units),50,Economic Activity: Economically inactive: Student (including full-time students),29
E02001834,16,"Transport to Work: Underground, metro, light rail, tram",78,UK Identity: English and British only identity,74,UK Identity: Northern Irish and British only identity,39
E02001835,2,UK Identity: Non-UK identity only,94,UK Identity: Cornish only identity,57,Single family household: Cohabiting couple family: All children non-dependent,49
E02001836,69,Vehicles: 3 or more cars or vans in household,87,Industry: L: Real estate activities,66,Single family household: Cohabiting couple family: All children non-dependent,39
E02001837,-15,Not living in a couple: Single (never married and never registered a civil partnership),79,Not living in a couple,72,Transport to Work: Work mainly at or from home,27
E02001838,85,Medical and care establishment:Other,91,Full-time: 49 or more hours worked,59,UK Identity: Cornish and British only identity,41
E02001839,15,"Transport to Work: Motorcycle, scooter or moped",92,Single family household: Married or civil partnership couple: No children,70,Medical and care establishment: Other: Care home with nursing,47
E02001840,95,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",95,Transport to Work: Taxi,65,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),38
E02001841,-79,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,79,Highest Level of Qualification: Level 1 and entry level qualifications,66,Ownership: Lives rent free,38
E02001842,94,Passport: British Overseas Territories,75,Economic Activity: Economically active: In employment,59,One-person household: Aged 66 years and over,38
E02001843,-43,UK Identity: Cornish only identity,98,Religion: Buddhist,60,Occupation: Elementary occupations,44
E02001844,-16,"Position: Lower managerial, administrative and professional occupations",79,Vehicles: No cars or vans in household,63,Age: 5 to 9,39
E02001845,-98,Other establishments,80,Living in a couple: Cohabiting,64,Economic Activity: Economically active: Employee: Part-time,40
E02001846,-38,Ownership: Social rented: Rents from council or Local Authority,85,"Industry: A: Agriculture, Forestry and fishing",59,Ownership: Owned: Owns with a mortgage or loan,48
E02001847,-97,UK Identity: Northern Irish only identity,75,Economic Activity: Economically inactive: Retired,51,Occupation: Sales and customer service occupations,25
E02001848,-49,Occupation: Professional occupations,83,Household Spaces: Whole house or bungalow: Semi-detached,74,Religion: Hindu,25
E02001849,95,Health Status: Very bad health,99,Household Spaces: Whole house or bungalow: Semi-detached,58,Economic Activity: Economically inactive: Student (including full-time students),31
E02001850,57,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",83,Unpaid Care: Provides 50 or more hours unpaid care a week,52,Passport: No passport,27
E02001851,-22,"Occupation: Managers, directors and senior officials",78,Position: Full-time students,59,Religion: Buddhist,34
E02001852,19,Residency: Lives in a communal establishment,81,Household Spaces: Whole house or bungalow: Detached,66,Medical and care establishment:Registered Social Landlord or Housing Association,40
E02001854,-66,UK Identity: Other identity and at least one UK identity,99,Single family household: Lone parent family: All children non-dependent,66,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",34
E02001855,-56,"Industry: R, S, T, U Other",95,Part-time: 16 to 30 hours worked,58,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,32
E02001856,76,Ownership: Owned: Owns outright,99,"Transport to Work: Underground, metro, light rail, tram",53,Economic Activity: Economically inactive: Looking after home or family,29
E02001857,61,"Ethnic Group: Asian, Asian British or Asian Welsh",76,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",63,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,41
E02001858,96,Vehicles: No cars or vans in household,83,Marital Status: Divorced or civil partnership dissolved,74,Unpaid Care: Provides 50 or more hours unpaid care a week,28
E02001859,-95,Medical and care establishment:Other,86,Age: 65 to 74,64,Ownership: Social rented: Other social rented,46
E02001860,-64,Transport to Work: Driving a car or van,82,Single family household: Cohabiting couple family: No children,63,Passport: Central and South America,38
E02001861,-59,Single family household: Married or civil partnership couple: Dependent children,91,Economic Activity: Economically inactive,72,Religion: Hindu,31
E02001862,-87,Welsh: No skills in Welsh,91,Passport: Antarctica and Oceania,66,Religion: Christian,31
E02001863,-63,Unpaid Care: Provides 1 to 19 hours unpaid care a week,79,Age: 20 to 24,59,UK Identity: Northern Irish and British only identity,37
E02001864,87,Total annual income (£),98,Medical and care establishment: NHS: General hospital,70,Age: 15 to 19,43
E02001865,-11,Unpaid Care: Provides 50 or more hours unpaid care a week,90,Unpaid Care: Provides 1 to 19 hours unpaid care a week,60,"Ethnic Group: Asian, Asian British or Asian Welsh",26
E02001866,-70,"Other household types: Other, including all full-time students and all aged 66 years and over",91,"Transport to Work: Underground, metro, light rail, tram",67,Age: 85 years and over,28
E02001867,92,Medical and care establishment: NHS: Mental health hospital or unit (including secure units),79,"Occupation: Caring, leisure and other service occupations",57,Economic Activity: Economically inactive: Other,46
E02001868,-51,Residency: Lives in a communal establishment,76,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",70,Religion: Muslim,26
E02001869,20,Medical and care establishment: Other: Care home without nursing,96,Age: 16 years and over,60,Single family household: Cohabiting couple family: No children,25
E02001870,-57,"Position: Lower managerial, administrative and professional occupations",91,Welsh: Other combination of skills in Welsh,63,One-person household: Aged 66 years and over,42
E02001871,50,UK Identity: Northern Irish and British only identity,76,UK Identity: British only identity,69,Ownership: Lives rent free,30
E02001872,-92,Ethnic Group: Mixed or Multiple ethnic groups,75,Ethnic Group: Mixed or Multiple ethnic groups,61,"Industry: A: Agriculture, Forestry and fishing",34
E02001873,65,Single family household: Married or civil partnership couple: No children,89,Ownership: Social rented: Rents from council or Local Authority,71,Highest Level of Qualification: Level 4 qualifications or above,41
E02001874,-75,"Industry: A: Agriculture, Forestry and fishing",98,"Passport: Europe, Non-EU",53,Single family household: Lone parent family: All children non-dependent,49
E02001875,-59,Transport to Work: Bicycle,80,Single family household: Lone parent family: All children non-dependent,58,"Position: Higher managerial, administrative and professional occupations",39
E02001876,23,Single family household: Cohabiting couple family: With dependent children,90,Transport to Work: Work mainly at or from home,56,"Transport to Work: Motorcycle, scooter or moped",30
E02001877,45,"Position: Lower managerial, administrative and professional occupations",87,Age: 20 to 24,57,Industry: F: Construction,42
E02001878,-3,UK Identity: Other identity and at least one UK identity,94,Households: Number of households,70,Ethnic Group: White,48
E02001879,78,"Position: Lower managerial, administrative and professional occupations",75,Highest Level of Qualification: Level 1 and entry level qualifications,72,Vehicles: 1 car or van in household,33
E02001880,-96,Economic Activity: Economically active: In employment,93,Position: Semi-routine occupations,56,Marital Status: Never married and never registered a civil partnership,27
E02001881,-27,"Occupation: Managers, directors and senior officials",83,Welsh: Can speak and read but cannot write Welsh,63,"Industry: R, S, T, U Other",48
E02001882,-45,Industry: F: Construction,90,Economic Activity: Economically active: Employee: Part-time,69,Economic Activity: Economically inactive: Looking after home or family,29
E02001883,90,Industry: K: Financial and insurance activities,88,UK Identity: Northern Irish and British only identity,65,Single family household: Married or civil partnership couple: Dependent children,44
E02001884,100,Highest Level of Qualification: Other qualifications,76,Single family household: Married or civil partnership couple: All children non-dependent,70,"Occupation: Managers, directors and senior officials",32
E02001886,-33,Unpaid Care: Provides no unpaid care,95,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",61,Medical and care establishment: NHS: Other hospital,37
E02001888,72,Transport to Work: Bicycle,93,Median house price,56,UK Identity: Irish and at least one UK identity,32
E02001889,21,Age: 20 to 24,92,UK Identity: English and British only identity,58,Ownership: Owned: Owns outright,42
E02001890,75,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),79,"Industry: M: Professional, scientific and technical activities",52,Age: 15 to 19,47
E02001892,-98,Economic Activity: Economically active: Full-time student,97,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",51,Economic Activity: Economically active: Employee: Full-time,33
E02001893,29,Unpaid Care: Provides no unpaid care,84,Medical and care establishment: Local Authority: Children's home (including secure units),64,Not living in a couple,25
E02001895,18,Medical and care establishment: NHS: General hospital,78,Transport to Work: On foot,59,Highest Level of Qualification: No qualifications,36
E02001896,-21,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",93,Ethnic Group: White,65,Health Status: Very bad health,40
E02001897,63,Age: 65 to 74,91,Religion: Other religion,55,Age: 45 to 59,27
E02001898,25,Religion: Sikh,76,"Industry: D: Electricity, gas, steam and air conditioning supply",63,"Marital Status: Separated, but still legally married or still legally in a civil partnership",43
E02001899,99,Age: 15 to 19,82,"Main Language: At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",64,Living in a couple: Married or in a civil partnership,44
E02001900,-49,Religion: Christian,98,Household Spaces: Caravan or other mobile or temporary structure,74,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,39
E02001901,-5,One-person household: Other,81,Economic Activity: Economically inactive: Long-term sick or disabled,52,Living in a couple: Married or in a civil partnership,34
E02001902,82,Religion: Christian,83,Industry: F: Construction,63,Occupation: Skilled trades occupations,25
E02001903,-29,Passport: Antarctica and Oceania,88,Industry: L: Real estate activities,54,Highest Level of Qualification: Level 4 qualifications or above,40
E02001904,4,Full-time: 31 to 48 hours worked,90,Medical and care establishment: Local Authority: Care home or other home,68,Household Spaces: Whole house or bungalow: Semi-detached,47
E02001905,-38,Vehicles: 1 car or van in household,92,Highest Level of Qualification: No qualifications,54,Industry: Q: Human health and social work activities,33
E02001906,81,Religion: Christian,89,Age: 15 to 19,68,Economic Activity: Economically inactive: Student (including full-time students),33
E02001907,87,Single family household: Cohabiting couple family: No children,98,Medical and care establishment:Other,63,"Industry: R, S, T, U Other",46
E02001908,-63,Ethnic Group: Mixed or Multiple ethnic groups,75,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),69,UK Identity: Northern Irish only identity,41
E02001909,55,UK Identity: Cornish and British only identity,76,Highest Level of Qualification: Level 1 and entry level qualifications,70,Position: Intermediate occupations,49
E02001910,76,Age: 15 to 19,97,UK Identity: Scottish and British only identity,52,Single family household: Married or civil partnership couple: No children,30
E02001911,82,Ownership: Owned: Owns with a mortgage or loan,82,Economic Activity: Economically inactive: Looking after home or family,74,Position: Lower supervisory and technical occupations,48
E02001913,-47,Age: 20 to 24,90,Living in a couple: Cohabiting,70,Religion: Buddhist,41
E02001914,60,Religion: No religion,95,Health Status: Good health,74,Living in a couple,26
E02001915,-31,Passport: North America and the Caribbean,91,Industry: C: Manufacturing,63,Ownership: Lives rent free,25
E02001916,-69,Economic Activity: Economically active: Full-time student,89,Household Spaces: Whole house or bungalow: Semi-detached,72,Vehicles: 1 car or van in household,32
E02001918,84,Age: 85 years and over,79,UK Identity: Welsh only identity,52,Age: 15 to 19,26
E02001919,83,Ownership: Owned: Owns with a mortgage or loan,93,"Ethnic Group: Asian, Asian British or Asian Welsh",55,Industry: B: Mining and quarrying,28
E02001920,-76,Economic Activity: Economically active: Full-time student,94,Industry: Q: Human health and social work activities,71,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,31
E02001921,-60,UK Identity: British only identity,81,Transport to Work: Passenger in a car or van,57,Economic Activity: Economically active: Full-time student,49
E02001922,90,UK Identity: Cornish only identity,91,Ownership: Private rented: Private landlord or letting agency,67,"Position: Lower managerial, administrative and professional occupations",25
E02001923,-53,Marital Status: Married or in a registered civil partnership,92,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",53,Position: Small employers and own account workers,25
E02001924,-88,"Transport to Work: Underground, metro, light rail, tram",79,Medical and care establishment:Registered Social Landlord or Housing Association,69,Not disabled under the Equality Act: Has long term physical or mental health condition but day-to-day activities are not limited,45
E02001925,-54,Age: 15 to 19,87,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",63,Household Spaces: Whole house or bungalow: Semi-detached,42
E02001926,-6,"Occupation: Caring, leisure and other service occupations",92,Age: 15 to 19,72,Religion: Not answered,40
E02001927,73,Transport to Work: Bicycle,79,Welsh: Can speak but cannot read or write Welsh,68,Highest Level of Qualification: Level 1 and entry level qualifications,39
E02001928,-15,One-person household: Aged 66 years and over,81,Religion: Hindu,54,One-person household: Aged 66 years and over,35
E02001929,-67,Occupation: Administrative and secretarial occupations,96,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",69,Living in a couple,29
E02001930,32,Transport to Work: Driving a car or van,79,"Occupation: Process, plant and machine operatives",60,Age: 16 years and over,47
E02001931,-6,UK Identity: Scottish only identity,79,Position: Semi-routine occupations,72,Marital Status: Widowed or surviving civil partnership partner,46
E02001932,24,Passport: Central and South America,77,Age: 30 to 44,51,Passport: UK,28
E02001933,15,Industry: P: Education,87,Economic Activity: Economically active,60,Medical and care establishment: Other: Care home with nursing,37
E02001934,-77,Not living in a couple: Single (never married and never registered a civil partnership),75,Household Spaces: Whole house or bungalow: Semi-detached,73,Occupation: Skilled trades occupations,27
E02001935,-78,"Occupation: Caring, leisure and other service occupations",85,Ownership: Social rented: Rents from council or Local Authority,61,Religion: Christian,25
E02001936,-5,UK Identity: Cornish only identity,96,Industry: H: Transport and storage,54,Unpaid Care: Provides no unpaid care,35
E02001937,18,Health Status: Very bad health,92,Single family household: Married or civil partnership couple: All children non-dependent,53,Household Spaces: Whole house or bungalow: Detached,39
E02001938,17,Age: 15 to 19,89,Medical and care establishment: Local Authority: Children's home (including secure units),51,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",40
E02001939,28,Position: Small employers and own account workers,89,Passport: Middle East and Asia,70,Unpaid Care: Provides 50 or more hours unpaid care a week,29
E02001941,16,Ethnic Group: Other ethnic group,86,Position: Lower supervisory and technical occupations,63,Position: Full-time students,38
E02001942,54,Transport to Work: Driving a car or van,89,"Industry: R, S, T, U Other",74,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",46
E02001943,-68,"Passport: Europe, Non-EU",76,Transport to Work: Bicycle,56,UK Identity: Welsh and British only identity,35
E02001944,5,Highest Level of Qualification: No qualifications,94,Ownership: Social rented: Other social rented,52,Unpaid Care: Provides 1 to 19 hours unpaid care a week,28
E02001945,9,"Other household types: Other, including all full-time students and all aged 66 years and over",83,"Industry: M: Professional, scientific and technical activities",71,"Industry: R, S, T, U Other",28
E02001946,-61,Age: 5 to 9,96,Age: 0 to 4,64,Transport to Work: Taxi,33
E02001947,38,Occupation: Administrative and secretarial occupations,99,Unpaid Care: Provides no unpaid care,58,"Occupation: Managers, directors and senior officials",49
E02001948,94,Medical and care establishment: NHS: General hospital,96,UK Identity: Welsh and British only identity,68,Age: 25 to 29,46
E02001949,-11,Single family household,94,Passport: Ireland,55,Part-time: 15 hours or less worked,37
E02001950,-90,Economic Activity: Economically inactive,83,Passport: Africa,63,Unpaid Care: Provides 1 to 19 hours unpaid care a week,40
E02001951,-42,Position: Never worked and long-term unemployed,88,Industry: J: Information and communication,55,Household Spaces: Whole house or bungalow: Detached,28
E02001952,-8,"Transport to Work: Motorcycle, scooter or moped",80,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",69,Economic Activity: Economically inactive: Other,37
E02001953,-8,Ethnic Group: Mixed or Multiple ethnic groups,89,Other establishments,52,Passport: Middle East and Asia,46
E02001954,26,Age: 60 to 64,91,Employment: Never worked,64,Medical and care establishment: NHS: Other hospital,26
E02001955,29,"Occupation: Caring, leisure and other service occupations",90,Welsh: Can speak but cannot read or write Welsh,67,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",32
E02001956,5,Industry: P: Education,75,Age: 5 to 9,68,Marital Status: Married or in a registered civil partnership,43
E02001957,36,Unpaid Care: Provides no unpaid care,79,Single family household: Married or civil partnership couple: All children non-dependent,74,Ownership: Private rented: Other private rented,40
E02001958,39,Industry: C: Manufacturing,94,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),63,Single family household: All aged 66 years and over,27
E02001959,59,Median house price,80,Ownership: Owned: Owns with a mortgage or loan,72,Welsh: Other combination of skills in Welsh,39
E02001961,-58,Unpaid Care: Provides 1 to 19 hours unpaid care a week,90,Welsh: Can speak Welsh,63,Households: Number of households,47
E02001962,69,Passport: Antarctica and Oceania,94,Households: Number of households,55,Medical and care establishment: Local Authority: Children's home (including secure units),37
E02001963,17,Industry: H: Transport and storage,95,Health Status: Very good health,54,"Other household types: Other, including all full-time students and all aged 66 years and over",34
E02001964,-42,Single family household: Married or civil partnership couple: No children,80,UK Identity: English and British only identity,51,Marital Status: Never married and never registered a civil partnership,28
E02001965,38,Passport: Middle East and Asia,78,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,74,Economic Activity: Economically inactive: Retired,35
E02001966,23,Industry: G: Wholesale and retail trade; repair of motor vehicles and motorcycles,94,Household Spaces: Whole house or bungalow: Detached,66,Position: Intermediate occupations,32
E02001967,-27,Single family household: Lone parent family: All children non-dependent,94,"Occupation: Caring, leisure and other service occupations",64,Industry: J: Information and communication,35
E02001968,-69,Ownership: Private rented: Private landlord or letting agency,99,Ownership: Owned: Owns outright,59,UK Identity: Other identity and at least one UK identity,43
E02001969,-52,Welsh: Can speak but cannot read or write Welsh,99,Household Spaces: Caravan or other mobile or temporary structure,56,Other household types: With dependent children,49
E02001970,-7,"Industry: A: Agriculture, Forestry and fishing",93,Passport: North America and the Caribbean,73,Medical and care establishment: NHS: General hospital,41
E02001971,7,Employment: Never worked,94,Residency: Lives in a communal establishment,74,Economic Activity: Economically inactive: Retired,32
E02001972,-17,Full-time: 49 or more hours worked,89,Economic Activity: Economically inactive: Student (including full-time students),70,Age: 60 to 64,44
E02001973,25,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",93,Total annual income (£),50,Position: Semi-routine occupations,47
E02001974,-54,Welsh: No skills in Welsh,83,Industry: J: Information and communication,73,Unpaid Care: Provides 1 to 19 hours unpaid care a week,27
E02001975,-65,Passport: No passport,89,"Industry: D: Electricity, gas, steam and air conditioning supply",69,Medical and care establishment: Other: Children's home (including secure units),41
E02001976,86,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,77,"Passport: Europe, Non-EU",62,Highest Level of Qualification: Level 2 qualifications,48
E02001977,-92,Sex: Females,84,Industry: N: Administrative and support service activities,66,"Occupation: Process, plant and machine operatives",49
E02001978,89,Religion: Hindu,85,Single family household,65,Economic Activity: Economically active: Self-employed,34
E02001979,-64,Highest Level of Qualification: Level 3 qualifications,97,Disabled under the Equality Act: Day-to-day activities limited a lot,55,Position: Lower supervisory and technical occupations,46
E02001980,-50,One-person household: Aged 66 years and over,87,Age: 30 to 44,64,Occupation: Sales and customer service occupations,40
E02001981,59,Age: 30 to 44,79,Transport to Work: Taxi,71,Transport to Work: Bicycle,36
E02001982,11,Occupancy rating (rooms) of -1 or less,86,UK Identity: Cornish and British only identity,51,Households: Number of households,34
E02001983,-82,Age: 45 to 59,80,Full-time: 31 to 48 hours worked,57,Economic Activity: Economically active: Unemployed,31
E02001984,29,Disabled under the Equality Act: Day-to-day activities limited a lot,81,"Passport: Europe, EU",62,"Passport: Europe, Non-EU",35
E02001985,61,Welsh: Can speak Welsh,91,Industry: L: Real estate activities,73,Highest Level of Qualification: Level 4 qualifications or above,25
E02001986,-47,Industry: C: Manufacturing,75,Highest Level of Qualification: Level 1 and entry level qualifications,59,Ownership: Shared ownership,41
E02001987,-84,Transport to Work: Taxi,83,Occupation: Associate professional and technical occupations,71,Position: Lower supervisory and technical occupations,34
E02001988,33,Economic Activity: Economically active: Employee: Full-time,97,Economic Activity: Economically active: Unemployed,69,Age: 5 to 9,45
E02001989,39,Part-time: 15 hours or less worked,98,Health Status: Very bad health,69,UK Identity: British only identity,29
E02001990,56,Age: 60 to 64,79,"Transport to Work: Motorcycle, scooter or moped",69,"Occupation: Managers, directors and senior officials",36
E02001991,67,UK Identity: Welsh only identity,83,"Industry: D: Electricity, gas, steam and air conditioning supply",62,Marital Status: Divorced or civil partnership dissolved,40
E02001992,-74,Occupancy rating (rooms) of -1 or less,94,"Main Language: No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",74,Industry: K: Financial and insurance activities,46
E02001993,-9,Transport to Work: Bicycle,99,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),53,Economic Activity: Economically inactive,32
E02001994,-72,Religion: Not answered,75,Single family household: Married or civil partnership couple: Dependent children,55,Position: Routine occupations,35
E02001995,69,Full-time: 49 or more hours worked,86,Passport: UK,70,Welsh: Can speak and read but cannot write Welsh,33
E02001996,-83,Position: Routine occupations,84,Sex: Females,68,Age: 45 to 59,41
E02001997,-85,Vehicles: 3 or more cars or vans in household,94,Health Status: Very good health,51,Health Status: Fair health,27
E02001998,-11,UK Identity: Irish only identity,76,Single family household: All aged 66 years and over,65,Welsh: Can speak but cannot read or write Welsh,46
E02001999,-71,"Other household types: Other, including all full-time students and all aged 66 years and over",87,"Industry: E:  Water supply; Sewerage, Waste management and Remediation activities",64,Position: Semi-routine occupations,29
E02002005,91,Religion: Not answered,97,Position: Routine occupations,61,Religion: Buddhist,31
E02002008,-85,Religion: Sikh,80,Marital Status: Never married and never registered a civil partnership,52,Marital Status: Never married and never registered a civil partnership,36
E02002009,62,Vehicles: 1 car or van in household,82,Disabled under the Equality Act: Day-to-day activities limited a little,72,"Industry: M: Professional, scientific and technical activities",45
E02002010,75,Part-time: 16 to 30 hours worked,94,Industry: O: Public administration and defence; compulsory social security,54,UK Identity: British only identity,33
E02002012,38,"Occupation: Process, plant and machine operatives",96,UK Identity: Northern Irish only identity,68,Unpaid Care: Provides 20 to 49 hours unpaid care a week,36
E02002014,42,Occupation: Professional occupations,83,Sex: Females,57,Single family household: Cohabiting couple family: With dependent children,40
E02002016,100,Medical and care establishment: Local Authority: Children's home (including secure units),95,"Occupation: Process, plant and machine operatives",71,Industry: J: Information and communication,26
E02002017,-66,UK Identity: Other identity and at least one UK identity,77,Medical and care establishment: Other: Children's home (including secure units),61,Medical and care establishment: Other: Care home with nursing,30
E02002019,-47,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",87,Age: 16 years and over,51,UK Identity: Cornish only identity,41
E02002044,3,Economic Activity: Economically active: Employee: Part-time,98,Highest Level of Qualification: Level 1 and entry level qualifications,74,Medical and care establishment: Other: Care home with nursing,29
E02002046,57,Occupation: Skilled trades occupations,81,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",65,Religion: Christian,31
E02002052,46,Sex: Males,96,Transport to Work: Taxi,68,Sex: Females,45
E02002055,42,Transport to Work: Work mainly at or from home,75,Household Spaces: Whole house or bungalow: Terraced (including end-terrace),69,Age: 0 to 4,42
E02002059,-27,"Transport to Work: Underground, metro, light rail, tram",98,Unpaid Care: Provides 20 to 49 hours unpaid care a week,50,Occupation: Associate professional and technical occupations,26
E02002060,54,UK Identity: Cornish and British only identity,89,Unpaid Care: Provides 50 or more hours unpaid care a week,66,Unpaid Care: Provides no unpaid care,38
E02002061,52,Age: 30 to 44,87,Living in a couple: Cohabiting,53,"Main Language: No people in household have English in England, or English or Welsh in Wales as a main language",39
E02002062,2,Single family household,98,Industry: O: Public administration and defence; compulsory social security,67,Industry: J: Information and communication,40
E02002074,-68,Religion: Buddhist,89,Transport to Work: Taxi,69,"Occupation: Caring, leisure and other service occupations",30
E02002077,55,Residency: Average number of bedrooms per household,95,Industry: H: Transport and storage,66,Vehicles: No cars or vans in household,40
E02002078,54,Economic Activity: Economically active: Self-employed,91,Industry: P: Education,56,UK Identity: Other identity and at least one UK identity,49
E02002079,-100,Age: 5 to 9,84,Household Spaces: Whole house or bungalow: Detached,65,Industry: N: Administrative and support service activities,49
E02002080,52,Highest Level of Qualification: No qualifications,82,Industry: K: Financial and insurance activities,70,Religion: Muslim,47
E02002081,-100,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,84,UK Identity: Cornish and British only identity,56,Industry: J: Information and communication,31
E02002082,-74,Position: Intermediate occupations,97,Economic Activity: Economically inactive: Long-term sick or disabled,74,Economic Activity: Economically inactive: Looking after home or family,37
E02002083,-13,"Passport: Europe, EU",91,Marital Status: Divorced or civil partnership dissolved,64,Marital Status: Divorced or civil partnership dissolved,28
E02002084,10,Position: Never worked and long-term unemployed,96,Median house price,73,"Position: Higher managerial, administrative and professional occupations",30
E02002085,7,Economic Activity: Economically inactive: Looking after home or family,79,Disabled under the Equality Act: Day-to-day activities limited a little,57,Industry: C: Manufacturing,45
E02002086,50,Position: Never worked and long-term unemployed,85,Ownership: Owned: Owns outright,61,Marital Status: Married or in a registered civil partnership,39
E02002087,-4,Occupation: Skilled trades occupations,94,Economic Activity: Economically inactive,57,Medical and care establishment:Registered Social Landlord or Housing Association,45
E02002088,-77,Single family household: Lone parent family: All children non-dependent,85,Households: Number of households,73,Industry: P: Education,44
E02002089,-2,"Passport: Europe, Non-EU",75,"Household Spaces: Flat, maisonette or apartment: Purpose-built block of flats or tenement",73,Disabled under the Equality Act: Day-to-day activities limited a little,35
E02002090,-37,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),76,Economic Activity: Economically active: Unemployed,64,Medical and care establishment:Registered Social Landlord or Housing Association,46
E02002091,77,Position: Intermediate occupations,88,Single family household: Married or civil partnership couple: All children non-dependent,60,"Position: Higher managerial, administrative and professional occupations",43
E02002092,8,Welsh: Other combination of skills in Welsh,82,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),64,Welsh: Can speak and read but cannot write Welsh,43
E02002093,-2,Household Spaces: Whole house or bungalow: Semi-detached,76,"Household Spaces: Flat, maisonette or apartment: In a commercial building",62,Passport: Middle East and Asia,32
E02002094,-67,Employment: Never worked,86,Ownership: Lives rent free,51,Vehicles: No cars or vans in household,28
E02002095,-27,Medical and care establishment: Local Authority: Children's home (including secure units),76,"Industry: D: Electricity, gas, steam and air conditioning supply",71,"Transport to Work: Bus, minibus or coach",43
E02002096,-59,Age: 10 to 14,98,Industry: O: Public administration and defence; compulsory social security,62,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,33
E02002098,-21,Passport: British Overseas Territories,86,Transport to Work: On foot,50,Age: 75 to 84,34
E02002099,-38,Ownership: Shared ownership,93,Industry: J: Information and communication,53,Age: 85 years and over,38
E02002101,77,Full-time: 49 or more hours worked,87,Economic Activity: Economically active,62,Full-time: 49 or more hours worked,40
E02002102,-92,Occupation: Elementary occupations,89,Sex: Females,63,"Position: Higher managerial, administrative and professional occupations",33
E02002103,28,Age: 85 years and over,84,Religion: Christian,53,"Ethnic Group: Black, Black British, Black Welsh, Caribbean or African",41
E02002104,84,Economic Activity: Economically inactive: Other,90,Health Status: Bad health,51,Welsh: Can speak but cannot read or write Welsh,41
E02002107,19,Household Spaces: Caravan or other mobile or temporary structure,78,Residency: Lives in a communal establishment,65,Passport: Antarctica and Oceania,43
E02002133,30,Ownership: Social rented: Rents from council or Local Authority,80,Age: 16 years and over,65,UK Identity: Northern Irish and British only identity,30
E02002135,83,Welsh: Other combination of skills in Welsh,97,Economic Activity: Economically inactive: Other,67,UK Identity: Cornish only identity,32
